1;78.5;78.5
2;90.0;90.0
3;95.0;95.0
4;91.0;91.0
5;94.0;94.0
6;94.0;94.0
7;94.5;94.5
8;96.0;96.0
9;96.5;96.5
10;96.0;96.0
11;96.0;96.0
12;96.5;96.5
13;96.5;96.5
14;96.5;96.5
15;96.5;96.5
16;96.5;96.5
17;96.5;96.5
18;96.5;96.5
19;95.5;95.5
20;94.5;94.5
21;96.5;96.5
22;96.5;96.5
23;96.5;96.5
24;96.5;96.5
25;96.5;96.5
26;96.5;96.5
27;93.0;93.0
28;93.0;93.0
29;93.0;93.0
30;93.0;93.0
31;93.0;93.0
32;93.0;93.0
33;93.0;93.0
34;93.0;93.0
35;93.0;93.0
36;93.0;93.0
37;92.5;92.5
38;92.5;92.5
39;92.5;92.5
40;92.5;92.5
41;96.5;96.5
42;96.5;96.5
43;94.5;94.5
44;95.0;95.0
45;95.5;95.5
46;95.5;95.5
47;95.5;95.5
48;95.5;95.5
49;95.5;95.5
50;95.5;95.5
51;95.5;95.5
52;95.5;95.5
53;95.5;95.5
54;95.5;95.5
55;95.5;95.5
56;95.5;95.5
57;95.5;95.5
58;95.5;95.5
59;95.5;95.5
60;95.5;95.5
61;95.5;95.5
62;95.5;95.5
63;95.5;95.5
64;96.0;96.0
65;96.0;96.0
66;96.0;96.0
67;96.0;96.0
68;96.0;96.0
69;96.0;96.0
70;96.0;96.0
71;96.0;96.0
72;96.0;96.0
73;96.0;96.0
74;96.0;96.0
75;96.0;96.0
76;96.0;96.0
77;96.0;96.0
78;96.0;96.0
79;96.0;96.0
80;96.0;96.0
81;96.0;96.0
82;96.0;96.0
83;96.0;96.0
84;96.0;96.0
85;96.0;96.0
86;96.0;96.0
87;96.0;96.0
88;96.0;96.0
89;96.0;96.0
90;96.0;96.0
91;96.0;96.0
92;96.0;96.0
93;96.0;96.0
94;96.0;96.0
95;96.0;96.0
96;96.0;96.0
97;96.0;96.0
98;96.0;96.0
99;96.0;96.0
100;96.0;96.0
101;96.0;96.0
102;96.0;96.0
103;96.0;96.0
104;96.0;96.0
105;96.0;96.0
106;96.0;96.0
107;96.0;96.0
108;96.0;96.0
109;96.0;96.0
110;96.0;96.0
111;96.0;96.0
112;96.0;96.0
113;96.0;96.0
114;96.0;96.0
115;96.0;96.0
116;96.0;96.0
117;96.0;96.0
118;96.0;96.0
119;96.0;96.0
120;96.0;96.0
121;96.0;96.0
122;96.0;96.0
123;96.0;96.0
124;96.0;96.0
125;96.0;96.0
126;96.0;96.0
127;96.0;96.0
128;96.0;96.0
129;96.0;96.0
130;96.0;96.0
131;96.0;96.0
132;96.0;96.0
133;96.0;96.0
134;96.0;96.0
135;96.0;96.0
136;96.0;96.0
137;96.0;96.0
138;96.0;96.0
139;96.0;96.0
140;96.0;96.0
141;96.0;96.0
142;96.0;96.0
143;96.0;96.0
144;96.0;96.0
145;96.0;96.0
146;96.0;96.0
147;96.0;96.0
148;96.0;96.0
149;96.0;96.0
150;96.0;96.0
151;96.0;96.0
152;96.0;96.0
153;96.0;96.0
154;96.0;96.0
155;96.0;96.0
156;96.0;96.0
157;96.0;96.0
158;96.0;96.0
159;96.0;96.0
160;96.0;96.0
161;96.0;96.0
162;96.0;96.0
163;96.0;96.0
164;96.0;96.0
165;96.0;96.0
166;96.0;96.0
167;96.0;96.0
168;96.0;96.0
169;96.0;96.0
170;96.0;96.0
171;96.0;96.0
172;96.0;96.0
173;96.0;96.0
174;96.0;96.0
175;96.0;96.0
176;96.0;96.0
177;96.0;96.0
178;96.0;96.0
179;96.0;96.0
180;96.0;96.0
181;96.0;96.0
182;96.0;96.0
183;96.0;96.0
184;96.0;96.0
185;96.0;96.0
186;96.0;96.0
187;96.0;96.0
188;96.0;96.0
189;96.0;96.0
190;96.0;96.0
191;96.0;96.0
192;96.0;96.0
193;96.0;96.0
194;96.0;96.0
195;96.0;96.0
196;96.0;96.0
197;96.0;96.0
198;96.0;96.0
199;96.0;96.0
200;96.0;96.0
201;96.0;96.0
202;96.0;96.0
203;96.0;96.0
204;96.0;96.0
205;96.0;96.0
206;96.0;96.0
207;96.0;96.0
208;96.0;96.0
209;96.0;96.0
210;96.0;96.0
211;96.0;96.0
