1;28.000000000000004;28.000000000000004
2;38.5;38.5
3;48.0;48.0
4;57.49999999999999;57.49999999999999
5;71.0;71.0
6;71.5;71.5
7;73.5;73.5
8;76.0;76.0
9;79.0;79.0
10;82.0;82.0
11;85.5;85.5
12;86.0;86.0
13;86.5;86.5
14;87.0;87.0
15;88.0;88.0
16;87.0;87.0
17;87.0;87.0
18;87.0;87.0
19;88.0;88.0
20;88.5;88.5
21;88.5;88.5
22;88.5;88.5
23;89.0;89.0
24;90.5;90.5
25;90.5;90.5
26;90.5;90.5
27;88.5;88.5
28;88.5;88.5
29;89.0;89.0
30;89.0;89.0
31;89.0;89.0
32;89.5;89.5
33;89.5;89.5
34;90.5;90.5
35;90.0;90.0
36;90.0;90.0
37;90.0;90.0
38;90.0;90.0
39;90.0;90.0
40;92.0;92.0
41;92.5;92.5
42;92.5;92.5
43;92.5;92.5
44;92.5;92.5
45;91.0;91.0
46;91.5;91.5
47;91.5;91.5
48;91.0;91.0
49;92.0;92.0
50;92.0;92.0
51;92.5;92.5
52;92.5;92.5
53;92.5;92.5
54;92.5;92.5
55;92.5;92.5
56;92.5;92.5
57;92.5;92.5
58;93.0;93.0
59;93.0;93.0
60;93.0;93.0
61;93.0;93.0
62;93.0;93.0
63;93.0;93.0
64;93.0;93.0
65;92.5;92.5
66;92.5;92.5
67;92.5;92.5
68;92.5;92.5
69;92.5;92.5
70;92.5;92.5
71;92.5;92.5
72;92.5;92.5
73;93.0;93.0
74;93.0;93.0
75;94.0;94.0
76;94.0;94.0
77;94.0;94.0
78;94.0;94.0
79;94.0;94.0
80;94.0;94.0
81;94.0;94.0
82;94.0;94.0
83;94.0;94.0
84;94.0;94.0
85;94.0;94.0
86;93.5;93.5
87;93.5;93.5
88;93.5;93.5
89;92.0;92.0
90;93.0;93.0
91;93.0;93.0
92;93.0;93.0
93;93.0;93.0
94;93.0;93.0
95;93.0;93.0
96;93.0;93.0
97;93.0;93.0
98;93.0;93.0
99;94.0;94.0
100;92.5;92.5
101;92.5;92.5
102;93.0;93.0
103;93.0;93.0
104;93.5;93.5
105;93.5;93.5
106;93.5;93.5
107;93.5;93.5
108;93.5;93.5
109;93.5;93.5
110;94.0;94.0
111;94.0;94.0
112;94.0;94.0
113;94.0;94.0
114;94.0;94.0
115;94.0;94.0
116;94.0;94.0
117;94.0;94.0
118;94.0;94.0
119;94.0;94.0
120;94.0;94.0
121;94.0;94.0
122;94.0;94.0
123;94.0;94.0
124;94.0;94.0
125;93.5;93.5
126;93.5;93.5
127;93.5;93.5
128;93.5;93.5
129;93.5;93.5
130;93.5;93.5
131;94.5;94.5
132;94.5;94.5
133;94.5;94.5
134;94.5;94.5
135;94.5;94.5
136;94.0;94.0
137;94.0;94.0
138;94.0;94.0
139;94.0;94.0
140;94.0;94.0
141;94.0;94.0
142;94.0;94.0
143;94.0;94.0
144;94.0;94.0
145;94.0;94.0
146;94.0;94.0
147;94.0;94.0
148;94.0;94.0
149;94.0;94.0
150;94.0;94.0
151;94.0;94.0
152;94.0;94.0
153;94.0;94.0
154;94.0;94.0
155;94.0;94.0
156;94.0;94.0
157;94.0;94.0
158;94.0;94.0
159;94.0;94.0
160;94.0;94.0
161;94.0;94.0
162;94.0;94.0
163;94.0;94.0
164;94.0;94.0
165;94.0;94.0
166;94.0;94.0
167;94.5;94.5
168;94.5;94.5
169;94.5;94.5
170;94.5;94.5
171;94.5;94.5
172;94.5;94.5
173;94.5;94.5
174;94.5;94.5
175;94.5;94.5
176;94.5;94.5
177;94.5;94.5
178;94.5;94.5
179;94.5;94.5
180;94.5;94.5
